,s
26686,ub1bL48344C1
26687,ub1bL35334C1
26688,obo:VT_0003671
26689,obo:VT_0010097
26690,obo:VT_0010058
26691,obo:VT_1000149
26692,ub1bL43299C1
26693,ub1bL18995C1
26694,obo:VT_0003744
26695,obo:VT_0000366
26696,obo:VT_0010318
26697,obo:VT_0003755
26698,prov:qualifiedAssociation
26699,ub1bL32592C1
26700,obo:VT_0002145
26701,ub1bL58834C1
26702,obo:VT_0000554
26703,ub1bL6698C34
26704,obo:VT_0010387
26705,obo:VT_0003431
26706,obo:VT_0010239
26707,ub1bL32769C1
26708,obo:VT_0008085
26709,obo:VT_0004094
26710,obo:VT_1000278
26711,obo:VT_0006151
26712,po:Gymnosperms
26713,obo:VT_0004035
26714,obo:VT_0004433
26715,obo:VT_0002144
26716,obo:VT_0004348
26717,ub1bL63612C1
26718,obo:VT_0001047
26719,obo:VT_0008646
26720,ub1bL66835C1
26721,ub1bL50218C1
26722,ub1bL23115C1
26723,http://www.opengis.net/ont/gml#AbstractCurveSegment
26724,obo:VT_1000685
26725,ub1bL12553C1
26726,time:DateTimeInterval
26727,obo:VT_0002836
26728,http://www.opengis.net/ont/geosparql#sfDisjoint
26729,obo:VT_0001943
26730,ub1bL42939C1
26731,obo:VT_0000077
26732,obo:VT_0008649
26733,obo:VT_0001314
26734,obo:VT_0015069
26735,obo:VT_0003951
26736,ub1bL72765C123
26737,obo:VT_0010375
26738,obo:VT_0100036
26739,ub1bL30588C1
26740,obo:VT_0004103
26741,http://www.opengis.net/ont/gml#OrientableSurface
26742,obo:VT_0000084
26743,ub1bL71794C68
26744,obo:VT_0010431
26745,ub1bL36817C1
26746,ub1bL51415C1
26747,obo:SIBO_0000325
26748,Countries:Maldives
26749,untitled-ontology-65:OWLClass_d287139e_4be6_4682_8c56_2b2ec5647cc8
26750,obo:VT_0005226
26751,obo:VT_0100011
26752,obo:VT_0010488
26753,Countries:NewCaledonia
26754,ub1bL52155C1
26755,obo:VT_0000021
26756,ub1bL55833C1
26757,ub1bL52500C1
26758,ub1bL17816C1
26759,ub1bL53271C1
26760,Countries:Zambia
26761,obo:VT_0002668
26762,obo:VT_1000062
26763,obo:VT_0004426
26764,ub1bL45755C1
26765,Countries:SaudiArabia
26766,obo:VT_0000953
26767,ub1bL21220C1
26768,ub1bL73106C175
26769,ub1bL52132C1
26770,ub1bL48091C1
26771,obo:VT_0008748
26772,obo:VT_0000797
26773,obo:VT_0003799
26774,ub1bL51965C1
26775,time:intervalMetBy
26776,obo:VT_0003144
26777,ub1bL26563C1
26778,obo:VT_0008088
26779,obo:VT_0004081
26780,obo:VT_0000031
26781,obo:VT_0002336
26782,obo:VT_0010394
26783,obo:VT_0004194
26784,obo:VT_0002367
26785,obo:VT_0010405
26786,obo:VT_0010474
26787,ub1bL74024C162
26788,ub1bL74671C116
26789,obo:VT_0000598
26790,obo:VT_0005239
26791,obo:VT_0000815
26792,obo:VT_0004194
26793,obo:VT_0010259
26794,obo:VT_0002208
26795,obo:VT_0003698
26796,ub1bL72019C49
26797,ub1bL50988C1
26798,obo:VT_0005257
26799,obo:VT_0003892
26800,obo:VT_0000240
26801,ub1bL73192C196
26802,obo:VT_0002116
26803,ub1bL31144C1
26804,ub1bL29289C1
26805,obo:VT_0000821
26806,obo:VT_0005273
26807,obo:VT_0003651
26808,obo:SIBO_0000244
26809,obo:VT_0004123
26810,ub1bL73423C196
26811,obo:VT_0010203
26812,obo:VT_0010307
26813,ub1bL38146C1
26814,obo:VT_0006213
26815,obo:VT_0004100
26816,obo:CDAO_0000130
26817,obo:VT_0001092
26818,obo:VT_0003232
26819,Countries:Latvia
26820,obo:VT_0010362
26821,ub1bL68815C1
26822,obo:SIBO_0000076
26823,obo:IAO_0000412
26824,obo:VT_0001807
26825,obo:VT_0002256
26826,obo:VT_0010023
26827,obo:VT_0015053
26828,obo:VT_0100001
26829,ub1bL62583C1
26830,obo:VT_0003663
26831,obo:VT_0008042
26832,obo:VT_0003920
26833,obo:VT_0002453
26834,ub1bL43665C1
26835,obo:VT_0010388
26836,Countries:Liberia
26837,obo:VT_0002401
26838,obo:CDAO_0000207
26839,obo:VT_0000000
26840,ub1bL27235C1
26841,ub1bL69328C1
26842,ub1bL17534C1
26843,obo:VT_0000696
26844,Countries:Gabon
26845,obo:VT_0010129
26846,ub1bL18437C1
26847,obo:VT_0002998
26848,ub1bL54751C1
26849,obo:VT_0015015
26850,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Forecast7HoursWeatherReport
26851,obo:VT_0001248
26852,obo:SIBO_0000525
26853,obo:VT_0008680
26854,obo:VT_0001388
26855,obo:VT_0009333
26856,obo:VT_1000434
26857,obo:VT_0001778
26858,ub1bL16512C1
26859,obo:VT_0002882
26860,ub1bL63845C1
26861,obo:VT_0001365
26862,ub1bL23247C1
26863,obo:VT_0008496
26864,ub1bL15752C1
26865,ub1bL47872C1
26866,ub1bL53348C1
26867,obo:VT_0003627
26868,obo:VT_0001573
26869,obo:VT_0010125
26870,obo:VT_0010480
26871,obo:VT_0002644
26872,obo:VT_0008568
26873,obo:VT_0010396
26874,obo:VT_0002432
26875,obo:VT_0010310
26876,obo:VT_0004109
26877,ub1bL62746C1
26878,Countries:Norway
26879,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasSource
26880,obo:VT_0015086
26881,ub1bL65016C1
26882,ub1bL56656C1
26883,obo:VT_0010191
26884,ub1bL29685C1
26885,obo:VT_0001142
26886,obo:VT_1000197
26887,obo:VT_0005603
26888,http://www.opengis.net/ont/geosparql#defaultGeometry
26889,obo:VT_0002230
26890,ub1bL60708C1
26891,obo:VT_0010381
26892,obo:VT_0000843
26893,obo:VT_0003856
26894,obo:VT_0000572
26895,ub1bL47834C1
26896,ub1bL39289C1
26897,obo:VT_0003940
26898,obo:VT_0006258
26899,ub1bL14581C1
26900,ub1bL65337C1
26901,ub1bL38564C1
26902,ub1bL63058C1
26903,ub1bL22652C1
26904,obo:VT_0010103
26905,obo:VT_0000005
26906,obo:VT_0010052
26907,obo:VT_0010251
26908,ub1bL25708C1
26909,ub1bL41397C1
26910,Countries:Netherlands
26911,ub1bL40473C1
26912,obo:VT_0010204
26913,ub1bL28012C1
26914,ub1bL58716C1
26915,obo:VT_0000472
26916,obo:VT_0000873
26917,obo:VT_0002227
26918,obo:SIBO_0000519
26919,obo:VT_0009332
26920,obo:VT_0001076
26921,prov:hadPrimarySource
26922,obo:VT_0010009
26923,ub1bL13120C1
26924,obo:VT_0010481
26925,f48546849c0734cc2bfcb392b68f347bdb233
26926,ub1bL7533C1
26927,obo:CDAO_0000191
26928,obo:VT_0003745
26929,obo:VT_0003311
26930,obo:VT_0003703
26931,ub1bL56378C1
26932,http://www.ebi.ac.uk/swo/SWO_0000085
26933,obo:VT_2000000
26934,obo:VT_0004243
26935,obo:VT_0005193
26936,obo:VT_1000189
26937,ub1bL66262C1
26938,f48546849c0734cc2bfcb392b68f347bdb217
26939,obo:VT_0010136
26940,ub1bL26078C1
26941,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasExteriorTemperature
26942,obo:VT_0005329
26943,ub1bL20290C1
26944,obo:VT_0005265
26945,obo:VT_0000843
26946,obo:VT_1000286
26947,obo:VT_0008755
26948,ub1bL52004C1
26949,ub1bL29446C1
26950,obo:VT_0002913
26951,obo:SIBO_0000069
26952,ub1bL48218C1
26953,ub1bL23740C1
26954,obo:VT_0010220
26955,ub1bL34234C1
26956,obo:VT_0003210
26957,obo:VT_0006069
26958,obo:VT_0002742
26959,ub1bL73784C142
26960,ub1bL22206C1
26961,obo:VT_0001200
26962,obo:VT_0000869
26963,obo:VT_0010527
26964,ub1bL6184C1
26965,ub1bL58909C1
26966,xsd:gYearMonth
26967,obo:VT_1000578
26968,ub1bL72293C27
26969,ub1bL73608C147
26970,obo:VT_0003701
26971,obo:VT_0001336
26972,ub1bL33130C1
26973,obo:VT_0004206
26974,ub1bL30922C1
26975,obo:VT_0002244
26976,obo:VT_0002637
26977,obo:VT_0003989
26978,obo:VT_0010269
26979,obo:VT_0015006
26980,untitled-ontology-65:OWLClass_c58adc1a_5792_462f_8240_68bdc40d12ff
26981,obo:VT_0000013
26982,obo:VT_0008038
26983,obo:VT_0006387
26984,ub1bL24560C1
26985,obo:VT_0003861
26986,dc:relation
26987,ub1bL38216C1
26988,ub1bL29737C1
26989,obo:VT_0001601
26990,ub1bL19958C1
26991,obo:VT_0010534
26992,obo:VT_0000428
26993,ub1bL41894C1
26994,ub1bL19783C1
26995,ub1bL28257C1
26996,obo:VT_0000913
26997,Countries:Libya
26998,obo:VT_0000538
26999,ub1bL7768C1
27000,obo:VT_0003074
27001,obo:VT_0000846
27002,prov:qualifiedPrimarySource
27003,obo:VT_0001725
27004,ub1bL46882C1
27005,obo:VT_0010109
27006,obo:VT_0000044
27007,untitled-ontology-65:OWLClass_38be32b0_7c43_4fc0_ae9a_507ec0bc0827
27008,ub1bL14520C1
27009,obo:VT_0010465
27010,ub1bL16820C1
27011,obo:SIBO_0000347
27012,ub1bL10042C1
27013,ub1bL57588C1
27014,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Thunderstorm
27015,prov:alternateOf
27016,obo:VT_0010218
27017,Countries:Belarus
27018,obo:VT_0000285
27019,obo:SIBO_0000525
27020,obo:VT_0006385
27021,ub1bL4363C34
27022,obo:VT_0015042
27023,obo:VT_0004400
27024,obo:SIBO_0000442
27025,ub1bL41797C1
27026,ub1bL67179C1
27027,ub1bL57588C1
27028,ub1bL63429C1
27029,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Forecast16HoursWeatherReport
27030,obo:VT_0010454
27031,ub1bL61693C1
27032,obo:VT_0004919
27033,obo:VT_0001777
27034,obo:VT_0003693
27035,ub1bL48894C1
27036,ub1bL12607C1
27037,obo:VT_0010094
27038,http://www.opengis.net/ont/sf#MultiPolygon
27039,obo:VT_1000726
27040,ub1bL60074C1
27041,ub1bL23949C1
27042,time:Year
27043,obo:VT_0004480
27044,ub1bL15401C1
27045,obo:VT_0008590
27046,obo:VT_0010247
27047,obo:VT_0003051
27048,ub1bL62102C1
27049,ub1bL26528C1
27050,obo:VT_0003047
27051,ub1bL68321C1
27052,obo:CDAO_0000212
27053,obo:VT_0010240
27054,obo:VT_0010123
27055,obo:VT_0005203
27056,po:TraitNet
27057,obo:VT_0006214
27058,ub1bL31533C1
27059,obo:VT_0009627
27060,obo:VT_0015106
27061,Countries:Malta
27062,ub1bL63004C1
27063,obo:VT_0000481
27064,obo:VT_0003663
27065,obo:VT_0010157
27066,ub1bL7654C1
27067,ub1bL9886C1
27068,obo:VT_0000002
27069,obo:VT_0004399
27070,ub1bL50072C1
27071,ub1bL10868C1
27072,ub1bL62559C1
27073,obo:VT_1000226
27074,obo:VT_0003384
27075,obo:VT_0005273
27076,obo:VT_0003398
27077,obo:VT_0005257
27078,Countries:Greece
27079,ub1bL54029C1
27080,ub1bL26190C1
27081,obo:VT_0003328
27082,ub1bL39417C1
27083,obo:VT_0004367
27084,obo:VT_0100012
27085,ub1bL68897C1
27086,obo:VT_0005253
27087,ub1bL50943C1
27088,ub1bL36584C1
27089,obo:VT_0015048
27090,obo:VT_0005524
27091,:OWLClass_e4a45af8_2ad9_4181_abd8_cc571f04cfb6
27092,prov:influencer
27093,obo:VT_0001022
27094,obo:VT_0003072
27095,prov:endedAtTime
27096,obo:VT_0000037
27097,obo:VT_0003810
27098,obo:VT_0000365
27099,ub1bL30183C1
27100,obo:VT_0006104
27101,obo:VT_0010523
27102,ub1bL68479C1
27103,ub1bL60842C1
27104,ub1bL31337C1
27105,ub1bL73404C217
27106,obo:VT_0000906
27107,ub1bL40751C1
27108,f48546849c0734cc2bfcb392b68f347bdb421
27109,time:minute
27110,ub1bL18521C1
27111,obo:VT_0004316
27112,ub1bL19749C1
27113,ub1bL68039C1
27114,obo:VT_0010239
27115,ub1bL63708C1
27116,obo:VT_0003733
27117,obo:VT_0004434
27118,obo:VT_0008398
27119,obo:VT_0010372
27120,obo:VT_0000170
27121,obo:VT_0003743
27122,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#WeatherReportFromService
27123,obo:VT_0010288
27124,obo:VT_0004917
27125,ub1bL51988C1
27126,obo:VT_0010116
27127,obo:VT_0010142
27128,obo:SIBO_0000054
27129,ub1bL6355C1
27130,Countries:Switzerland
27131,obo:VT_1000238
27132,obo:VT_0002682
27133,ub1bL51944C1
27134,obo:VT_0008099
27135,obo:VT_0005265
27136,obo:VT_0001784
27137,ub1bL27272C1
27138,obo:VT_0005463
27139,ub1bL42036C1
27140,obo:VT_0100031
27141,ub1bL22984C1
27142,ub1bL41132C1
27143,ub1bL28908C1
27144,obo:SIBO_0000238
27145,ub1bL26982C1
27146,ub1bL9468C1
27147,obo:VT_0004079
27148,obo:VT_0002104
27149,ub1bL20736C1
27150,ub1bL26291C1
27151,obo:VT_0010334
27152,Countries:Estonia
27153,prov:constraints
27154,ub1bL64760C1
27155,ub1bL21820C1
27156,obo:VT_0003524
27157,obo:VT_0004438
27158,obo:VT_0010440
27159,ub1bL33881C1
27160,obo:VT_1000521
27161,time:intervalEquals
27162,obo:VT_0010369
27163,ub1bL74174C161
27164,time:MonthOfYear
27165,Countries:Grenada
27166,ub1bL23020C1
27167,f48546849c0734cc2bfcb392b68f347bdb344
27168,obo:VT_0001798
27169,ub1bL28874C1
27170,ub1bL39702C1
27171,obo:VT_0000944
27172,ub1bL19525C1
27173,ub1bL42730C1
27174,ub1bL56507C1
27175,Countries:NorthernMarianaIslands
27176,ub1bL65669C1
27177,ub1bL17980C1
27178,ub1bL64997C1
27179,Countries:NewZealand
27180,obo:VT_0006074
27181,ub1bL74616C144
27182,obo:VT_0000804
27183,obo:VT_0010006
27184,obo:VT_0005033
27185,ub1bL63078C1
27186,obo:VT_0006062
27187,obo:VT_0001879
27188,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasTime
27189,ub1bL47888C1
27190,obo:VT_0010228
27191,ub1bL65502C1
27192,obo:VT_1000777
27193,http://isi.edu/integration/karma/ontologies/model/current#geospatial/hasKMLCategory
27194,obo:VT_0000268
27195,obo:VT_0010253
27196,obo:VT_1000286
27197,ub1bL54579C1
27198,obo:VT_0010070
27199,obo:VT_0000740
27200,obo:VT_1000181
27201,obo:VT_0000541
27202,ub1bL13188C1
27203,obo:VT_0003345
27204,ub1bL49502C1
27205,obo:VT_0002367
27206,obo:VT_0010244
27207,obo:VT_0000237
27208,obo:VT_0003886
27209,ub1bL28606C1
27210,ub1bL41057C1
27211,obo:VT_0005354
27212,ub1bL30199C1
27213,obo:VT_0001242
27214,obo:VT_0010311
27215,http://www.opengis.net/ont/gml#SplineCurve
27216,obo:VT_0005105
27217,obo:VT_0000482
27218,obo:VT_0001881
27219,obo:VT_0004940
27220,ub1bL37250C1
27221,ub1bL39344C1
27222,obo:VT_0001073
27223,obo:CDAO_0000195
27224,untitled-ontology-65:OWLClass_c195e704_f7f2_482f_bc93_4c2d61eabb42
27225,http://www.opengis.net/ont/geosparql#rcc8ntppi
27226,obo:VT_0006259
27227,obo:VT_0008650
27228,obo:VT_0010143
27229,ub1bL63429C1
27230,obo:VT_0000181
27231,http://www.opengis.net/ont/geosparql#ehContains
27232,obo:VT_0008754
27233,obo:VT_1000776
27234,obo:VT_1000713
27235,obo:VT_0010074
27236,obo:VT_0010124
27237,obo:VT_0010478
27238,obo:VT_0008470
27239,ub1bL46360C1
27240,obo:VT_0002625
27241,f48546849c0734cc2bfcb392b68f347bdb250
27242,ub1bL33924C1
27243,http://www.opengis.net/ont/geosparql#ehMeet
27244,obo:VT_0000873
27245,http://www.opengis.net/ont/geosparql#Geometry
27246,obo:VT_0000941
27247,obo:VT_0005629
27248,obo:VT_0007009
27249,obo:VT_0004163
27250,ub1bL32624C1
27251,obo:VT_0001169
27252,obo:VT_0002683
27253,obo:VT_0009635
27254,ub1bL18556C1
27255,ub1bL30292C1
27256,obo:VT_0003396
27257,time:intervalEquals
27258,ub1bL60074C1
27259,obo:VT_0015003
27260,obo:VT_0002782
27261,ub1bL13941C1
27262,obo:VT_0002792
27263,obo:VT_0010091
27264,ub1bL47116C1
27265,ub1bL65888C1
27266,ub1bL8893C1
27267,ub1bL24336C1
27268,obo:VT_0004172
27269,obo:VT_0005584
27270,obo:VT_0002650
27271,ub1bL12253C1
27272,ub1bL53312C1
27273,obo:VT_0010528
27274,http://www.opengis.net/ont/gml#Solid
27275,ub1bL52953C1
27276,obo:VT_0004347
27277,ub1bL9326C1
27278,obo:VT_0003628
27279,obo:VT_0005609
27280,obo:VT_0002796
27281,ub1bL72138C34
27282,untitled-ontology-65:OWLObjectProperty_77e3f55a_cdbe_4dc3_b196_b614f1e1a8b3
27283,obo:VT_0009334
27284,obo:VT_0015068
27285,obo:VT_0015111
27286,obo:VT_0005116
27287,ub1bL21950C1
27288,obo:VT_1000743
27289,obo:VT_0001365
27290,obo:VT_0003670
27291,obo:VT_0100017
27292,ub1bL33434C1
27293,time:TimePosition
27294,obo:VT_0010056
27295,ub1bL62932C1
27296,obo:VT_0004816
27297,ub1bL47888C1
27298,prov:Agent
27299,ub1bL74914C138
27300,obo:VT_0010390
27301,obo:VT_0003372
27302,obo:VT_1000278
27303,ub1bL73570C195
27304,ub1bL9163C1
27305,obo:VT_0004316
27306,obo:VT_0002098
27307,obo:VT_0005464
27308,obo:VT_0010402
27309,obo:VT_1000575
27310,http://www.opengis.net/ont/geosparql#rcc8tppi
27311,obo:VT_0010250
27312,obo:VT_0010451
27313,ub1bL73355C131
27314,Countries:Guatemala
27315,http://www.opengis.net/ont/geosparql#sfCrosses
27316,obo:VT_0008665
27317,ub1bL33865C1
27318,ub1bL12253C1
27319,ub1bL25930C1
27320,obo:VT_0002668
27321,obo:VT_0010069
27322,skos:ConceptScheme
27323,ub1bL59185C1
27324,ub1bL67878C1
27325,ub1bL31215C1
27326,obo:VT_0000627
27327,obo:SIBO_0000233
27328,ub1bL15580C1
27329,ub1bL52848C1
27330,obo:VT_0010060
27331,ub1bL52213C1
27332,ub1bL22913C1
27333,obo:VT_0008209
27334,obo:VT_0015074
27335,ub1bL18763C1
27336,time:week
27337,obo:VT_0005187
27338,ub1bL11144C1
27339,obo:VT_0004284
27340,ub1bL28398C1
27341,Countries:Palau
27342,ub1bL35315C1
27343,obo:VT_0002985
27344,obo:VT_0001392
27345,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#WeatherState
27346,untitled-ontology-65:OWLObjectProperty_1445b7ef_4bc4_4441_9965_d90def584a6d
27347,ub1bL37800C1
27348,ub1bL65906C1
27349,obo:VT_0008482
27350,Countries:SvalbardAndJanMayenIslands
27351,obo:VT_0004096
27352,obo:VT_0000039
27353,obo:VT_0000986
27354,obo:VT_1000281
27355,obo:VT_0000789
27356,obo:VT_0010533
27357,ub1bL38359C1
27358,obo:VT_0005475
27359,obo:VT_0003938
27360,ub1bL29888C1
27361,obo:VT_0008496
27362,obo:VT_0001071
27363,obo:VT_0008746
27364,ub1bL34554C1
27365,obo:VT_0000135
27366,obo:VT_0008568
27367,obo:VT_0002351
27368,obo:VT_0010204
27369,ub1bL43988C1
27370,http://isi.edu/integration/karma/ontologies/model/current#geospatial/SpatialReferenceSystem
27371,skos:closeMatch
27372,obo:VT_0100018
27373,time:DayOfWeek
27374,ub1bL33722C1
27375,obo:VT_0008361
27376,obo:VT_1000432
27377,ub1bL9055C1
27378,ub1bL19509C1
27379,obo:VT_0004043
27380,obo:VT_0008180
27381,ub1bL16636C1
27382,ub1bL57907C1
27383,http://www.opengis.net/ont/gml#SplineCurve
27384,ub1bL65798C1
27385,obo:VT_0001798
27386,obo:VT_0010307
27387,time:inDateTime
27388,untitled-ontology-65:OWLClass_87d9058a_3880_47ab_b34d_29ae84a4210a
27389,http://purl.obolibrary.org/obo/sibo#is_relevant_for
27390,obo:VT_0004941
27391,ub1bL43022C1
27392,obo:VT_0010497
27393,ub1bL65071C1
27394,ub1bL10182C1
27395,ub1bL55203C1
27396,ub1bL23914C1
27397,obo:VT_0010199
27398,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#createdAt
27399,ub1bL31026C1
27400,ub1bL40877C1
27401,obo:VT_0008470
27402,obo:VT_0002914
27403,ub1bL68121C1
27404,obo:VT_0002828
27405,ub1bL19832C1
27406,ub1bL17502C1
27407,obo:VT_0008778
27408,obo:VT_0001130
27409,ub1bL12696C1
27410,obo:VT_0004943
27411,obo:VT_0008634
27412,prov:entity
27413,obo:VT_0000051
27414,ub1bL18977C1
27415,obo:VT_0005466
27416,obo:VT_0005499
27417,time:intervalAfter
27418,untitled-ontology-65:OWLObjectProperty_4f96d9ef_b295_4d3e_9479_063ec945a793
27419,obo:VT_0002377
27420,obo:NCBITaxon_7460
27421,obo:VT_0002869
27422,obo:VT_0010367
27423,ub1bL68381C1
27424,ub1bL16437C1
27425,obo:VT_0002264
27426,ub1bL73088C142
27427,obo:VT_0008659
27428,obo:VT_0000965
27429,obo:VT_0001909
27430,obo:VT_0015038
27431,obo:VT_0002385
27432,untitled-ontology-65:OWLObjectProperty_19caa609_bc41_406e_864b_fda938dac1e7
27433,obo:VT_0003486
27434,ub1bL73697C151
27435,ub1bL49421C1
27436,obo:VT_0002076
27437,ub1bL34606C1
27438,obo:VT_0008123
27439,obo:VT_1000726
27440,ub1bL54499C1
27441,obo:VT_0002731
27442,obo:VT_0010335
27443,ub1bL37836C1
27444,f48546849c0734cc2bfcb392b68f347bdb317
27445,ub1bL17445C1
27446,ub1bL29560C1
27447,obo:NCBITaxon_131567
27448,ub1bL10007C1
27449,ub1bL28037C1
27450,obo:VT_0006061
27451,obo:VT_0010008
27452,obo:VT_0000472
27453,obo:VT_0001071
27454,obo:VT_0010018
27455,obo:VT_0001141
27456,obo:VT_1000432
27457,obo:VT_0006113
27458,obo:VT_0005107
27459,obo:VT_1000637
27460,prov:Attribution
27461,ub1bL34304C1
27462,ub1bL6184C1
27463,obo:VT_0006274
27464,obo:VT_0005274
27465,ub1bL25570C1
27466,obo:VT_0005465
27467,obo:VT_0001379
27468,obo:VT_0010512
27469,obo:VT_0009635
27470,ub1bL10638C1
27471,obo:VT_0000052
27472,ub1bL28092C1
27473,obo:SIBO_0000250
27474,obo:VT_0003812
27475,obo:VT_0010072
27476,obo:VT_0010119
27477,ub1bL74105C184
27478,obo:VT_0002211
27479,ub1bL57728C1
27480,obo:VT_0008650
27481,obo:VT_0000909
27482,obo:VT_0004951
27483,ub1bL20603C1
27484,ub1bL25990C1
27485,obo:VT_0015090
27486,obo:VT_0004102
27487,ub1bL19733C1
27488,obo:VT_0000681
27489,obo:VT_1000223
27490,obo:VT_0010439
27491,ub1bL62658C1
27492,obo:VT_0008721
27493,obo:VT_0000859
27494,obo:VT_0005466
27495,ub1bL30942C1
27496,obo:VT_0003047
27497,obo:VT_0004182
27498,obo:VT_0010193
27499,ub1bL74620C186
27500,obo:VT_0005065
27501,ub1bL58285C1
27502,ub1bL24016C1
27503,obo:VT_0003399
27504,obo:VT_0004230
27505,ub1bL45447C1
27506,obo:VT_0010229
27507,obo:VT_1000775
27508,obo:VT_0010210
27509,obo:VT_0003588
27510,ub1bL63447C1
27511,obo:VT_1000520
27512,obo:VT_0010058
27513,obo:VT_0000413
27514,obo:VT_0003656
27515,obo:VT_0003762
27516,obo:CDAO_0000209
27517,ub1bL59211C1
27518,obo:VT_0003876
27519,ub1bL10291C1
27520,ub1bL26807C1
27521,ub1bL75036C111
27522,Countries:ChristmasIsland
27523,ub1bL42956C1
27524,ub1bL7714C1
27525,obo:VT_0008051
27526,obo:VT_0003878
27527,obo:VT_1000528
27528,obo:VT_0001175
27529,Countries:CapeVerde
27530,obo:IAO_0000600
27531,obo:VT_0002152
27532,ub1bL53537C1
27533,ub1bL26591C1
27534,ub1bL73755C145
27535,obo:SIBO_0000462
27536,obo:VT_0004995
27537,obo:VT_0001706
27538,obo:VT_0010089
27539,ub1bL11685C1
27540,obo:VT_0001007
27541,obo:VT_0004493
27542,obo:VT_0003840
27543,prov:wasInfluencedBy
27544,ub1bL20932C1
27545,obo:VT_0000655
27546,obo:VT_0006091
27547,prov:qualifiedPrimarySource
27548,obo:VT_0003876
27549,obo:VT_0004093
27550,ub1bL13957C1
27551,prov:wasRevisionOf
27552,obo:VT_0001009
27553,obo:VT_0003637
27554,prov:influencer
27555,ub1bL39945C1
27556,obo:VT_0010433
27557,obo:VT_1000468
27558,obo:VT_0001127
27559,ub1bL61952C1
27560,ub1bL69458C1
27561,obo:VT_0000016
27562,ub1bL8737C1
27563,ub1bL22788C1
27564,ub1bL10622C1
27565,ub1bL6355C1
27566,obo:NCBITaxon_2759
27567,obo:VT_0003110
27568,obo:VT_0001163
27569,ub1bL28382C1
27570,http://www.semanticweb.org/yawfrimpong/ontologies/2017/11/15/untitled-ontology-152
27571,ub1bL13658C1
27572,obo:VT_0004188
27573,ub1bL53182C1
27574,obo:VT_0003328
27575,po:Arabidopsis
27576,obo:VT_0001756
27577,ub1bL60417C1
27578,ub1bL36524C1
27579,obo:VT_0004212
27580,http://www.opengis.net/ont/gml#Curve
27581,ub1bL26232C1
27582,ub1bL14559C1
27583,obo:VT_0001135
